gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,1,43,0,Yes,DSL,No_internet_service,No,No,No,No,No_internet_service,Month_to_month,No,Credit_card_(automatic),39.58,79.38,0
1,1,1,1,16,0,No_phone_service,DSL,No,No,No_internet_service,No_internet_service,No,Yes,Two_year,No,Bank_transfer_(automatic),25.98,248.71,0
1,0,1,0,46,1,No,Fiber_optic,No,No,Yes,No,Yes,No,Month_to_month,No,Bank_transfer_(automatic),26.40744226,4691.830056,0
1,0,1,1,57,0,No,Fiber_optic,No,Yes,No_internet_service,No,Yes,No,Month_to_month,No,Credit_card_(automatic),63.4,3698.61,0
1,1,0,1,36,0,Yes,Fiber_optic,No_internet_service,No,No,Yes,Yes,No,Month_to_month,No,Credit_card_(automatic),31.02,1359.41,0
1,0,0,0,50,0,No,Fiber_optic,No_internet_service,No,No,No_internet_service,No,No,Month_to_month,No,Bank_transfer_(automatic),86.98598944,626.0830696,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,1,0,59,1,No,Fiber_optic,Yes,No,No,Yes,No,No,Month_to_month,No,Bank_transfer_(automatic),31.31,3234.0,0
0,0,0,1,66,0,No,DSL,Yes,No,No,No,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),72.83350426,3083.220117,0
1,1,0,0,35,0,No,DSL,No_internet_service,No,No,No,No,No,One_year,No,Credit_card_(automatic),84.43941699,4834.628332,0
0,0,1,1,25,0,No_phone_service,DSL,No,No_internet_service,Yes,No,Yes,No,One_year,Yes,Bank_transfer_(automatic),23.89569321,3534.313575,0
1,0,1,0,46,0,No,DSL,No,No_internet_service,No_internet_service,No,No,No_internet_service,Month_to_month,Yes,Bank_transfer_(automatic),50.54806664,4728.649153,0
0,0,0,0,58,0,No,DSL,No,No,No,Yes,No,No_internet_service,Month_to_month,Yes,Bank_transfer_(automatic),66.56295575,3997.194794,0
0,0,0,1,43,0,Yes,DSL,No,Yes,Yes,No,No,No_internet_service,One_year,No,Electronic_check,55.64,2537.25,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,0,1,66,1,No,DSL,Yes,No,No_internet_service,No_internet_service,No,No,Month_to_month,No,Bank_transfer_(automatic),103.3577124,3868.327007,0
1,1,1,0,31,0,No,DSL,No,No_internet_service,No,Yes,No_internet_service,No_internet_service,Two_year,No,Bank_transfer_(automatic),83.43772667,3599.928046,0
0,0,1,0,56,0,No,DSL,Yes,No,No,Yes,No,Yes,Month_to_month,No,Credit_card_(automatic),93.03422415,3068.434288,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,0,1,60,0,No_phone_service,Fiber_optic,No,No,No,No,Yes,No_internet_service,One_year,No,Bank_transfer_(automatic),92.28854095,1490.190981,0
0,0,1,0,19,0,No,DSL,No,No_internet_service,No,No,No,Yes,Month_to_month,Yes,Credit_card_(automatic),46.20601624,3306.824925,1
1,1,0,1,46,0,No,DSL,No_internet_service,No,No,No_internet_service,Yes,No,Month_to_month,No,Electronic_check,104.22,4746.86,0
1,1,1,1,45,0,No,No,No,No_internet_service,No_internet_service,No,No_internet_service,No,One_year,No,Credit_card_(automatic),38.51801249,4397.955998,0
0,1,0,0,18,1,No_phone_service,DSL,No,No_internet_service,No_internet_service,No,No,No,Month_to_month,Yes,Credit_card_(automatic),24.79930668,1318.849957,0
1,1,0,0,15,1,No,No,No_internet_service,No,Yes,No,Yes,No,One_year,No,Bank_transfer_(automatic),48.56353938,1216.789745,0
0,0,0,1,12,0,No,Fiber_optic,No,No_internet_service,No,No,No,Yes,Month_to_month,No,Bank_transfer_(automatic),28.93,353.03,0
1,0,1,1,40,1,No,DSL,No_internet_service,No_internet_service,No_internet_service,No,No,No_internet_service,Month_to_month,Yes,Bank_transfer_(automatic),22.83356637,4908.722401,0
0,0,1,1,42,0,No_phone_service,DSL,No,No,No_internet_service,No,No,Yes,Month_to_month,No,Bank_transfer_(automatic),49.67759785,2274.628353,0
0,0,0,1,57,1,No,DSL,No,No,Yes,No,No,No,Month_to_month,No,Credit_card_(automatic),84.04127353,1789.275813,0
0,1,0,0,33,1,No,DSL,No,No_internet_service,No_internet_service,Yes,Yes,No_internet_service,One_year,Yes,Bank_transfer_(automatic),78.63628311,4758.961148,0
1,0,0,1,10,0,Yes,DSL,No,No_internet_service,No,Yes,No,No,Month_to_month,Yes,Bank_transfer_(automatic),51.08216581,4304.944856,0
1,0,0,1,5,0,Yes,Fiber_optic,Yes,No,No,No,No,No_internet_service,One_year,No,Bank_transfer_(automatic),95.08432454,1856.198538,0
1,0,1,1,58,0,No,DSL,No_internet_service,No,No,No_internet_service,No,No,Month_to_month,No,Credit_card_(automatic),59.58,4880.52,0
0,0,1,0,57,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,No,Credit_card_(automatic),110.3890298,2262.698053,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,1,1,9,0,No,DSL,No,Yes,No,No,No,No,One_year,No,Credit_card_(automatic),54.23596448,2779.381423,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,1,1,0,44,0,No,Fiber_optic,No,No_internet_service,No,No_internet_service,No,No,Month_to_month,No,Credit_card_(automatic),39.18932997,4336.96495,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,1,1,1,1,Yes,DSL,No,No,No,No,No_internet_service,No,Month_to_month,No,Credit_card_(automatic),80.33515018,478.35991,0
0,0,1,1,58,1,No,DSL,No,No,No,No,No_internet_service,No_internet_service,One_year,Yes,Credit_card_(automatic),86.16220028,3822.749448,0
0,1,1,0,53,1,No,DSL,No,No_internet_service,No,Yes,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),95.80661909,4191.46028,0
0,1,1,0,60,1,No,DSL,No,No_internet_service,No,No,No,No_internet_service,One_year,Yes,Bank_transfer_(automatic),70.57651671,688.8932804,0
0,1,1,0,20,1,No_phone_service,No,No,No_internet_service,No_internet_service,No_internet_service,No,No,One_year,No,Bank_transfer_(automatic),25.3987987,3122.281091,0
0,1,0,1,36,1,No_phone_service,DSL,No,No_internet_service,No,No,No,No_internet_service,Two_year,No,Electronic_check,83.48645867,1983.134924,0
1,1,1,0,9,0,No,DSL,No,No_internet_service,No,No,No,No,Month_to_month,Yes,Credit_card_(automatic),58.28,126.99,0
0,0,1,1,47,1,No,DSL,No,No,No_internet_service,No,No,No,Month_to_month,No,Bank_transfer_(automatic),82.7645117,4811.904007,0
0,1,1,0,62,0,No,DSL,No,No,No,No,No,Yes,One_year,No,Credit_card_(automatic),86.7,126.9,0
0,1,1,0,51,1,No_phone_service,DSL,No,No,No,No_internet_service,Yes,No_internet_service,Month_to_month,Yes,Mailed_check,62.36927375,1693.641385,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,1,1,1,61,1,No,DSL,No,Yes,No,No,No,No,One_year,No,Mailed_check,75.49286554,871.7405196,0
0,0,0,0,23,1,No,Fiber_optic,No,No,No_internet_service,Yes,No,No,Month_to_month,No,Bank_transfer_(automatic),72.37,933.73,0
0,0,1,0,33,0,No,DSL,No,No,No,No,No,No_internet_service,Month_to_month,No,Bank_transfer_(automatic),31.91,2945.68,0
0,1,1,1,52,0,No,Fiber_optic,No_internet_service,No_internet_service,No_internet_service,No,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),98.22,1799.25,0
1,0,0,1,28,0,Yes,Fiber_optic,No,Yes,No,No_internet_service,No,Yes,Month_to_month,No,Bank_transfer_(automatic),47.68041476,736.3432062,0
0,0,1,1,39,1,Yes,Fiber_optic,No,No,No_internet_service,No_internet_service,No,No,Month_to_month,No,Electronic_check,58.79,1058.86,0
1,0,1,1,60,0,No,DSL,No,No,Yes,No,No,No,One_year,No,Bank_transfer_(automatic),108.4261412,3046.098705,0
1,0,0,1,4,1,Yes,Fiber_optic,No_internet_service,No,Yes,No,No,No,One_year,Yes,Bank_transfer_(automatic),94.41,2099.01,0
1,1,1,0,68,0,No_phone_service,No,No_internet_service,No,No,Yes,No_internet_service,No,Month_to_month,No,Credit_card_(automatic),44.43070374,1416.839246,0
0,1,0,1,67,1,No,DSL,No_internet_service,No,No,No,No,No,Month_to_month,Yes,Bank_transfer_(automatic),103.8485192,408.5030852,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,0,0,56,0,No_phone_service,DSL,No,No,No_internet_service,No,No,No,Month_to_month,Yes,Electronic_check,109.4418299,2991.599124,1
0,0,0,1,47,1,No,DSL,Yes,Yes,No,No_internet_service,No,No_internet_service,One_year,No,Credit_card_(automatic),25.23116519,1876.058161,0
0,0,0,0,45,1,No,No,No,No,Yes,No,No_internet_service,No,Month_to_month,Yes,Electronic_check,82.5020264,886.7305452,0
0,1,1,1,9,1,No_phone_service,DSL,No,No,No,No,No,No,One_year,Yes,Credit_card_(automatic),84.46089485,4107.349652,0
1,1,1,1,15,1,No,Fiber_optic,No,Yes,No,No,No_internet_service,No,Two_year,No,Bank_transfer_(automatic),113.45,2655.11,0
0,1,1,0,15,0,No,Fiber_optic,No_internet_service,No,No_internet_service,No,No,No_internet_service,One_year,No,Electronic_check,118.9767451,2844.458628,0
1,0,0,0,13,1,Yes,DSL,Yes,No,No,No,No,No,Month_to_month,Yes,Electronic_check,91.87,4682.42,0
0,0,1,1,22,0,Yes,DSL,Yes,No,No,No_internet_service,Yes,No,Month_to_month,No,Bank_transfer_(automatic),78.84553485,4298.517482,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,1,0,36,1,No,DSL,No,No,No_internet_service,No_internet_service,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),25.27,1268.9,0
0,0,1,1,21,0,No,Fiber_optic,No,No,No_internet_service,No,No,No,Month_to_month,No,Bank_transfer_(automatic),100.4255627,4180.593946,0
0,1,1,1,16,1,No,DSL,Yes,No_internet_service,No,No,Yes,No,Month_to_month,No,Bank_transfer_(automatic),49.66661777,1915.96909,0
1,0,0,1,25,1,No,No,Yes,No_internet_service,Yes,Yes,No,No,Month_to_month,No,Bank_transfer_(automatic),86.15915494,4175.876873,0
1,1,1,1,66,0,No,Fiber_optic,No,No,No,No,No,Yes,One_year,No,Bank_transfer_(automatic),41.88921637,3428.810501,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,1,1,0,58,0,No_phone_service,DSL,No,No,Yes,No_internet_service,No_internet_service,No_internet_service,One_year,No,Bank_transfer_(automatic),86.61893958,740.9413374,0
1,0,0,1,12,0,No_phone_service,Fiber_optic,No,No,No,No_internet_service,No,No_internet_service,Month_to_month,No,Bank_transfer_(automatic),33.824154,1219.744941,0
1,0,0,0,50,0,No,DSL,No,Yes,No_internet_service,No,No_internet_service,No_internet_service,Month_to_month,No,Bank_transfer_(automatic),87.39283084,4993.577171,0
0,1,0,0,63,0,No,Fiber_optic,No,No,No,No,No_internet_service,No,Month_to_month,No,Electronic_check,37.63150465,1557.078636,0
1,1,0,1,39,0,No,DSL,Yes,No,No_internet_service,No,No_internet_service,No_internet_service,Month_to_month,No,Credit_card_(automatic),117.06,4034.65,0
1,1,1,0,62,1,No,DSL,No,No_internet_service,No,No,No,No,Month_to_month,No,Bank_transfer_(automatic),77.145221,4141.030824,0
0,1,1,1,46,1,No,DSL,No,No,No,No,Yes,No,Month_to_month,No,Bank_transfer_(automatic),79.26686534,652.7194372,0
0,0,0,0,51,1,No,DSL,No_internet_service,No,No,No_internet_service,No_internet_service,No,One_year,Yes,Credit_card_(automatic),51.52345395,4828.609464,0
0,1,0,0,9,0,Yes,DSL,No,No,No,Yes,No_internet_service,Yes,Month_to_month,No,Bank_transfer_(automatic),80.59263438,4374.962282,0
1,1,1,1,34,0,No_phone_service,Fiber_optic,No,No,No,No_internet_service,No,No,Month_to_month,No,Bank_transfer_(automatic),76.70487273,4729.984263,0
0,0,0,1,20,1,Yes,Fiber_optic,No,No_internet_service,No,No,No,No,Two_year,No,Bank_transfer_(automatic),83.75325546,3325.263967,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,1,1,18,1,No,DSL,No,No,Yes,No,No,No,Month_to_month,No,Electronic_check,116.1334237,1818.689177,0
1,1,0,1,50,1,No,DSL,No_internet_service,No_internet_service,Yes,No,No,No_internet_service,One_year,No,Bank_transfer_(automatic),97.7629089,2335.339289,0
1,1,0,1,39,0,No_phone_service,No,No,No,No_internet_service,No,No,No,Two_year,No,Bank_transfer_(automatic),111.94,1924.66,0
0,1,1,0,4,1,No_phone_service,Fiber_optic,No_internet_service,Yes,No,No,No,No,One_year,No,Credit_card_(automatic),39.57503698,4337.027414,0
0,0,0,0,19,0,No_phone_service,No,No,No,No_internet_service,No,No,No,Month_to_month,No,Bank_transfer_(automatic),76.51853361,2930.934117,0
1,0,1,1,37,1,No_phone_service,Fiber_optic,No,Yes,No,No,No,No,Month_to_month,No,Credit_card_(automatic),62.63201597,4653.23229,0
0,1,1,1,19,1,No,Fiber_optic,No,Yes,No,No,No_internet_service,No_internet_service,Two_year,Yes,Credit_card_(automatic),54.35,1201.88,0
0,1,1,1,30,0,No_phone_service,DSL,No,No_internet_service,No_internet_service,No_internet_service,No,Yes,Two_year,No,Credit_card_(automatic),94.09732525,1411.200758,0
1,0,1,1,28,0,No,No,No,No_internet_service,No,No,No,No,Two_year,Yes,Credit_card_(automatic),22.13065254,949.3487612,0
0,1,0,0,52,1,No,DSL,No_internet_service,No,No,No,No,No,Month_to_month,No,Bank_transfer_(automatic),44.26760252,3581.661064,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,0,1,5,1,No,Fiber_optic,No_internet_service,No,No,No,No,No,Month_to_month,No,Electronic_check,43.93,562.83,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,0,0,17,1,No,No,No,No,No,No,Yes,No_internet_service,One_year,Yes,Bank_transfer_(automatic),83.21645393,2700.099737,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,1,64,0,No_phone_service,DSL,Yes,No,No,Yes,No,No,Two_year,Yes,Bank_transfer_(automatic),118.3932215,1563.897876,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,14,0,No,DSL,No,No_internet_service,No,No,No_internet_service,No_internet_service,Two_year,No,Bank_transfer_(automatic),76.8561542,1609.361546,0
0,1,1,1,27,1,No,DSL,No,Yes,No,Yes,Yes,No,One_year,No,Bank_transfer_(automatic),51.98257028,4710.002603,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,1,0,34,0,No,Fiber_optic,Yes,No_internet_service,No_internet_service,No,Yes,No,Month_to_month,No,Bank_transfer_(automatic),21.18401725,4682.83862,0
1,1,0,0,21,0,No_phone_service,DSL,No,No_internet_service,No,No,No_internet_service,No,One_year,No,Bank_transfer_(automatic),116.53,52.43,0
1,1,1,1,69,0,No_phone_service,DSL,Yes,No_internet_service,No,No,No_internet_service,No,Two_year,No,Bank_transfer_(automatic),75.80721533,1654.400142,0
1,1,1,1,66,1,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Bank_transfer_(automatic),49.21,378.19,0
1,1,0,1,37,0,No,DSL,No_internet_service,No,No,No,No,No,One_year,No,Bank_transfer_(automatic),101.14,3462.8,0
0,0,1,1,35,1,No_phone_service,DSL,No,No,No,No,No,No_internet_service,Month_to_month,No,Bank_transfer_(automatic),35.49198505,4282.542002,0
0,1,0,1,43,0,Yes,DSL,No,No,No_internet_service,No,No,No_internet_service,One_year,No,Bank_transfer_(automatic),79.69,2665.68,0
0,0,1,0,6,1,No,DSL,No_internet_service,No_internet_service,No,No_internet_service,No,No,One_year,No,Electronic_check,107.52406,1985.999502,0
0,0,0,1,27,0,No,Fiber_optic,No,No_internet_service,Yes,No_internet_service,No,No,One_year,No,Credit_card_(automatic),91.29328948,2597.864371,0
0,1,1,1,42,1,No,Fiber_optic,No_internet_service,No_internet_service,No,No,No_internet_service,Yes,One_year,No,Bank_transfer_(automatic),95.29709426,2602.930464,0
1,0,0,0,23,1,No,No,No,Yes,No,No,No,No_internet_service,Month_to_month,No,Mailed_check,28.26058526,2605.23584,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,1,1,56,0,No,DSL,No,No,Yes,No,No,No,Month_to_month,No,Bank_transfer_(automatic),66.8,4354.45,0
0,1,0,1,22,0,No_phone_service,No,Yes,No_internet_service,Yes,No_internet_service,No_internet_service,No_internet_service,Month_to_month,No,Credit_card_(automatic),43.21043451,4842.861336,0
1,1,0,1,26,1,No_phone_service,No,No_internet_service,No_internet_service,No,No,No,No,Month_to_month,No,Credit_card_(automatic),59.37642369,208.2904213,0
0,0,0,0,45,1,No,DSL,No,No,No_internet_service,No,No,No,Month_to_month,No,Credit_card_(automatic),79.77993371,174.6717951,0
0,1,1,1,56,0,No_phone_service,DSL,No,No,No,Yes,No,No,One_year,Yes,Bank_transfer_(automatic),114.3995361,4217.016844,0
0,0,0,0,11,1,No,DSL,No,No,No,No_internet_service,Yes,No_internet_service,Month_to_month,No,Mailed_check,52.67117995,600.0211256,0
1,0,0,0,24,0,Yes,DSL,No,No_internet_service,No_internet_service,No,No_internet_service,No,Month_to_month,No,Electronic_check,62.11079752,2622.348018,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,1,0,31,0,No,Fiber_optic,Yes,No_internet_service,No_internet_service,No,No,No_internet_service,One_year,No,Bank_transfer_(automatic),37.70033019,1893.34499,0
0,0,0,1,55,1,No_phone_service,DSL,No,No_internet_service,No,No,No,No_internet_service,Two_year,No,Credit_card_(automatic),52.81306511,3360.940054,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,0,0,1,0,No,DSL,No,No,No,No,No,No,Month_to_month,No,Bank_transfer_(automatic),116.3044543,4873.207688,0
1,1,1,0,32,1,Yes,DSL,No,Yes,Yes,No,No,No,One_year,Yes,Electronic_check,23.36369633,808.0588984,0
1,1,1,0,18,1,No,DSL,No,No,No,No_internet_service,No,No,Month_to_month,No,Electronic_check,118.6706482,3380.133453,0
1,1,1,1,42,0,Yes,No,No,No_internet_service,No,No,Yes,No_internet_service,One_year,No,Bank_transfer_(automatic),76.78,2838.37,0
1,0,1,1,12,1,No,DSL,No,No,No_internet_service,No,No,No,Month_to_month,Yes,Electronic_check,42.65829575,266.7257356,0
1,0,0,1,20,0,No,Fiber_optic,No_internet_service,No,No,No,No_internet_service,No,Month_to_month,No,Bank_transfer_(automatic),23.48,1364.13,0
1,1,1,1,38,0,No,DSL,No,No,No,No,No,Yes,Month_to_month,No,Credit_card_(automatic),44.19688329,2432.925856,0
1,1,1,0,41,0,No_phone_service,DSL,No,Yes,No,No,No,No,Month_to_month,No,Bank_transfer_(automatic),102.33,3503.56,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,1,0,0,67,1,No_phone_service,DSL,No,No,Yes,No,No_internet_service,No_internet_service,Month_to_month,No,Mailed_check,45.99816508,531.462301,0
0,1,0,1,6,1,No_phone_service,DSL,No,No,No,No_internet_service,No,Yes,Two_year,No,Bank_transfer_(automatic),63.93432782,2881.951201,0
0,0,1,0,61,0,No,DSL,Yes,No_internet_service,No_internet_service,No,No,No,Month_to_month,No,Bank_transfer_(automatic),61.06153614,3546.721986,0
0,1,1,1,65,0,No,DSL,No,No,No,Yes,No_internet_service,No,Two_year,No,Bank_transfer_(automatic),22.77358361,4762.350891,0
1,0,1,0,64,0,Yes,DSL,No_internet_service,Yes,No_internet_service,Yes,No,No_internet_service,Month_to_month,No,Bank_transfer_(automatic),41.85502755,4821.633472,0
1,1,0,0,15,0,No_phone_service,DSL,No,Yes,Yes,No,No,No_internet_service,Month_to_month,No,Mailed_check,45.64593063,2166.30082,0
1,0,0,0,22,1,No,DSL,No,No_internet_service,No,No_internet_service,No,No,Month_to_month,No,Mailed_check,78.26280213,2702.229466,0
0,0,0,0,66,1,No,DSL,No,No_internet_service,No,No_internet_service,Yes,No,Month_to_month,Yes,Credit_card_(automatic),58.43711973,2934.893373,0
1,1,0,1,29,0,No_phone_service,Fiber_optic,Yes,No_internet_service,No,No,No,No_internet_service,Month_to_month,No,Credit_card_(automatic),36.57,2013.11,0
0,0,0,0,57,0,No,No,No,No,Yes,No,No,No_internet_service,Month_to_month,No,Credit_card_(automatic),71.39229354,4451.953049,0
0,0,1,0,50,0,No,DSL,Yes,No,No,No,No,No,Month_to_month,No,Credit_card_(automatic),59.44,512.89,0
1,0,0,1,61,0,No,DSL,No,No,No,No,No,No,Month_to_month,No,Bank_transfer_(automatic),64.71476526,1183.726959,0
0,1,0,0,66,0,No_phone_service,Fiber_optic,No,No_internet_service,No,No_internet_service,No,No,Month_to_month,Yes,Bank_transfer_(automatic),95.54978201,3173.627163,0
0,1,0,0,21,1,No_phone_service,DSL,No,No_internet_service,No,No,No,No,Month_to_month,Yes,Bank_transfer_(automatic),82.40296177,2939.958651,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,29,1,No,Fiber_optic,Yes,No,No,Yes,No_internet_service,No,Month_to_month,Yes,Bank_transfer_(automatic),45.75279583,1725.163414,0
0,1,0,1,4,1,No,DSL,No,No,No,No_internet_service,Yes,No,One_year,No,Bank_transfer_(automatic),39.26910691,2980.481435,0
1,0,1,1,44,1,No_phone_service,DSL,No,No,Yes,No_internet_service,No,No,Month_to_month,No,Bank_transfer_(automatic),25.88485871,2408.339607,0
1,1,1,1,7,0,No,DSL,No,No,No,No,No_internet_service,Yes,Month_to_month,No,Credit_card_(automatic),38.41,239.29,0
1,0,1,1,30,0,No,Fiber_optic,No,No_internet_service,No_internet_service,Yes,Yes,No_internet_service,One_year,No,Bank_transfer_(automatic),96.77,1391.39,0
0,0,0,1,48,1,No,DSL,Yes,No_internet_service,Yes,No,No,Yes,Two_year,No,Bank_transfer_(automatic),48.06,4346.44,0
1,0,0,1,49,1,No_phone_service,DSL,Yes,No,Yes,No_internet_service,No_internet_service,No,One_year,No,Electronic_check,113.2860904,1465.557481,0
0,1,1,0,3,1,No_phone_service,DSL,No,No,No,No_internet_service,No,No,Month_to_month,No,Bank_transfer_(automatic),81.04,1699.68,0
1,1,1,0,55,1,No_phone_service,DSL,No,No_internet_service,Yes,No,No,No,Month_to_month,Yes,Electronic_check,91.39,50.04,0
0,1,0,0,72,0,No,Fiber_optic,No,No,No_internet_service,No,Yes,No_internet_service,Month_to_month,No,Electronic_check,116.5149782,4752.124371,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,52,1,No,DSL,No_internet_service,No_internet_service,No_internet_service,No,No_internet_service,No_internet_service,One_year,Yes,Credit_card_(automatic),112.4036067,539.5393464,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,1,0,1,51,0,No_phone_service,DSL,No,Yes,No,No_internet_service,No,No,Two_year,Yes,Bank_transfer_(automatic),107.6907422,2322.027885,0
0,1,0,1,3,1,Yes,DSL,No,No_internet_service,No_internet_service,No,Yes,No,Month_to_month,No,Electronic_check,67.96,4281.86,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,1,1,3,0,No,Fiber_optic,No_internet_service,No,No,No,No,No,Month_to_month,No,Bank_transfer_(automatic),76.67665124,4559.225532,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
1,0,0,1,45,1,No,No,No_internet_service,No_internet_service,No,No,No_internet_service,No,Month_to_month,Yes,Mailed_check,56.0,3683.83,0
0,1,1,0,3,0,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,Bank_transfer_(automatic),67.21157339,273.0871382,0
0,1,1,0,70,1,No,DSL,No,No,Yes,No_internet_service,No,No,Month_to_month,Yes,Bank_transfer_(automatic),42.5200693,1169.868461,0
0,0,0,1,70,0,No_phone_service,DSL,No,No,No_internet_service,No,No,No,One_year,No,Bank_transfer_(automatic),40.34567898,2814.449798,0
0,1,1,1,62,1,No_phone_service,DSL,No_internet_service,No,Yes,No_internet_service,No,No,Two_year,No,Bank_transfer_(automatic),41.6533899,4324.833197,0
0,0,1,0,40,1,No,Fiber_optic,No_internet_service,No,No,No_internet_service,No,No_internet_service,One_year,No,Credit_card_(automatic),71.43973222,2468.059456,0
1,0,0,0,53,0,Yes,Fiber_optic,No,No_internet_service,Yes,Yes,Yes,No,Month_to_month,No,Electronic_check,95.87797954,4450.097693,1
1,1,1,1,32,1,No,No,Yes,No,No_internet_service,No,No_internet_service,No_internet_service,Month_to_month,No,Bank_transfer_(automatic),57.95862487,4436.73079,0
0,1,1,1,16,0,No,DSL,No,No,No,No,No,No_internet_service,One_year,Yes,Bank_transfer_(automatic),116.1009951,4049.111799,0
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
0,0,0,0,1,1,Yes,Fiber_optic,No,No,No,No,No,No,Month_to_month,Yes,Electronic_check,95.0,95.0,1
